date,Wind Speed,Pressure,Relative Humidity,Temperature,Solar Radiation
2012-11-30 19:00:00,2.6243553162,987.077026367,38.8045942616,18.795375352,0
2012-11-30 20:00:00,2.6213998795,987.524841309,39.8743796969,17.9441035956,0
2012-11-30 21:00:00,2.5761084557,987.560546875,41.1602173527,17.125272933,0
2012-11-30 22:00:00,2.5524332523,987.583496094,42.2720930948,16.3587403995,0
2012-11-30 23:00:00,2.5540838242,987.265319824,43.3334380669,15.6111416886,0
2012-12-01 00:00:00,2.5691692829,986.613708496,44.3376710721,14.9070810539,0
2012-12-01 01:00:00,2.6240203381,986.469604492,45.1111215402,14.2423252433,0
2012-12-01 02:00:00,2.7000999451,985.882873535,45.7860683601,13.6255960093,0
2012-12-01 03:00:00,2.7519385815,985.737182617,46.4640632346,13.0892566106,0
2012-12-01 04:00:00,2.7916433811,985.830261231,47.0671269177,12.6061693806,0
2012-12-01 05:00:00,2.8173167706,986.23828125,47.7576199865,12.1799609083,0
2012-12-01 06:00:00,2.811504364,986.869873047,48.5242074792,11.8167432549,0
2012-12-01 07:00:00,2.7373774052,987.738098144,48.8702092018,13.1217716989,21
2012-12-01 08:00:00,2.4596455097,988.207214356,36.1797776096,16.3466929661,211
2012-12-01 09:00:00,1.9891924858,988.761901856,30.023756492,19.7113816537,400
2012-12-01 10:00:00,1.8344017267,988.529296875,22.6039755126,24.0546596647,563
2012-12-01 11:00:00,1.5736508369,988.073181152,18.0469276054,26.4968188884,650
2012-12-01 12:00:00,1.2923550606,986.942687988,17.3024699479,27.480279724,693
2012-12-01 13:00:00,1.2075775862,985.946472168,17.4361583798,27.5786242091,639
2012-12-01 14:00:00,1.4064553976,985.424987793,18.0827902796,26.9356455944,545
2012-12-01 15:00:00,1.788009882,985.212768555,19.7151262898,25.5410714718,383
2012-12-01 16:00:00,2.3258066177,985.173095703,31.6468651979,23.0126466709,183
2012-12-01 17:00:00,2.9386434555,985.571777344,36.9117998986,20.1894191442,3
2012-12-01 18:00:00,3.4520256519,986.52355957,36.5212095042,19.2010538331,0
2012-12-01 19:00:00,3.7801239491,986.882324219,36.6583193352,18.3363463484,0
2012-12-01 20:00:00,3.7855947018,987.364196777,38.6163198773,17.4087696367,0
2012-12-01 21:00:00,3.6917350292,987.825073242,40.7654775584,16.5259475371,0
2012-12-01 22:00:00,3.5899026394,987.715820312,42.6434336727,15.7301029514,0
2012-12-01 23:00:00,3.4753513336,987.159606934,44.6495976039,15.0144061197,0
2012-12-02 00:00:00,3.3690714836,986.880004883,46.5688988903,14.3661235262,0
2012-12-02 01:00:00,3.3037366867,986.14465332,48.2922420364,13.7776080198,0
2012-12-02 02:00:00,3.2914698124,985.772338867,49.3432585755,13.3248360331,0
2012-12-02 03:00:00,3.3065605164,984.998901367,49.8449310361,12.9170965088,0
2012-12-02 04:00:00,3.3096392155,984.799987793,50.1488917038,12.4492469861,0
2012-12-02 05:00:00,3.3030788898,985.292236328,50.510510084,11.9923099717,0
2012-12-02 06:00:00,3.3330123425,986.231201172,50.3226815773,11.6471424516,0
2012-12-02 07:00:00,3.3536074162,986.909606934,47.393264374,12.7153923046,19
2012-12-02 08:00:00,2.9429247379,988.131713867,37.238973533,15.4819828866,203
2012-12-02 09:00:00,2.485486269,988.877136231,31.7619337505,19.1554859366,393
2012-12-02 10:00:00,2.7052264214,988.824951172,21.2808876095,23.6420489237,548
2012-12-02 11:00:00,2.5948460102,988.037414551,17.3263804767,26.4085025048,646
2012-12-02 12:00:00,2.3315980434,987.171203613,16.9803670837,27.8069605361,677
2012-12-02 13:00:00,2.1230809689,986.16607666,17.6834755747,28.2232424863,638
2012-12-02 14:00:00,2.0631523132,985.715393066,19.0356328942,27.8123736482,533
2012-12-02 15:00:00,2.1456944942,985.496154785,21.5397093403,26.5717173632,374
2012-12-02 16:00:00,2.5586268902,985.715759277,32.57275562,24.120729182,175
2012-12-02 17:00:00,3.2843987942,986.141540527,37.3144762527,21.4009218032,3
2012-12-02 18:00:00,3.8415284157,986.564331055,36.5921632124,20.4233603147,0
2012-12-02 19:00:00,4.0936470032,987.35949707,36.6136903934,19.5600428063,0
2012-12-02 20:00:00,4.1606106758,987.582214356,37.7437960043,18.6710003901,0
2012-12-02 21:00:00,4.1609458923,987.893737793,39.2974422148,17.8113383101,0
2012-12-02 22:00:00,4.1190404892,987.660522461,40.994450844,17.0085319862,0
2012-12-02 23:00:00,4.0641465187,987.489257812,43.1483838256,16.2595380605,0
2012-12-03 00:00:00,4.0128617287,987.062255859,45.3641776478,15.5968068203,0
2012-12-03 01:00:00,3.9760107994,986.43347168,47.4441208594,14.9905606011,0
2012-12-03 02:00:00,3.8287506104,986.250671387,49.7854745663,14.4097454323,0
2012-12-03 03:00:00,3.6421973705,986.032958984,51.4914722453,13.8926719822,0
2012-12-03 04:00:00,3.4633135796,986.42565918,52.7235534381,13.4496471008,0
2012-12-03 05:00:00,3.337805748,986.981384277,53.5373099018,13.0908747905,0
2012-12-03 06:00:00,3.2401740551,988.025695801,54.0823700756,12.8177769564,0
2012-12-03 07:00:00,3.1056466103,988.899047852,51.6740362236,13.9962798543,17
2012-12-03 08:00:00,2.6587767601,989.536621094,40.5192700266,16.8859426385,197
2012-12-03 09:00:00,2.1882855892,989.820922852,34.3367994747,20.571872018,386
2012-12-03 10:00:00,2.2788105011,989.644897461,24.1093128262,25.258559891,539
2012-12-03 11:00:00,2.2069473267,988.760925293,19.8669828432,28.0466878006,638
2012-12-03 12:00:00,1.9219516516,987.647949219,20.6857745625,29.3316894704,669
2012-12-03 13:00:00,1.7232812643,986.903991699,22.3088999279,29.6627586877,631
2012-12-03 14:00:00,1.7624469995,986.367797852,24.1040599278,29.2111393808,527
